"","Sdate","Cosit","LaneNumber","LaneDescription","LaneDirection","DirectionDescription","Volume","Flags","Flag.Text","AvgSpeed","PmlHGV","Class1Volume","Class2Volume","Class3Volume","Class4Volume","Class5Volume","Class6Volume"
"923","24/02/18 09:00",1083,5,"SB_MID",2,"South",465,0,NA,16380,19,16,439,1,8,1,0
"924","24/02/18 09:00",1083,6,"SB_NS",2,"South",534,0,NA,15450,32,6,504,0,17,0,7
"925","24/02/18 10:00",1083,1,"NB_NS",1,"North",529,0,NA,13798,32,8,490,5,17,0,9
"926","24/02/18 10:00",1083,2,"NB_MID",1,"North",606,0,NA,15116,25,8,583,0,14,1,0
"927","24/02/18 10:00",1083,3,"NB_OS",1,"North",476,0,NA,15333,23,4,461,0,11,0,0
"928","24/02/18 10:00",1083,4,"SB_OS",2,"South",468,0,NA,16374,2,11,456,0,1,0,0
"929","24/02/18 10:00",1083,5,"SB_MID",2,"South",563,0,NA,16037,18,14,539,0,10,0,0
"930","24/02/18 10:00",1083,6,"SB_NS",2,"South",640,0,NA,15176,34,4,602,1,22,0,11
"931","24/02/18 11:00",1083,1,"NB_NS",1,"North",568,0,NA,13648,19,9,539,0,11,0,9
"932","24/02/18 11:00",1083,2,"NB_MID",1,"North",659,0,NA,14422,14,6,644,0,9,0,0
"933","24/02/18 11:00",1083,3,"NB_OS",1,"North",595,0,NA,15193,12,1,587,0,7,0,0
"934","24/02/18 11:00",1083,4,"SB_OS",2,"South",486,0,NA,16780,19,10,466,1,8,1,0
"935","24/02/18 11:00",1083,5,"SB_MID",2,"South",615,0,NA,15868,10,20,587,1,5,1,1
"936","24/02/18 11:00",1083,6,"SB_NS",2,"South",695,0,NA,15195,26,8,659,0,16,2,10
"937","24/02/18 12:00",1083,1,"NB_NS",1,"North",670,0,NA,13782,12,10,641,3,8,0,8
"938","24/02/18 12:00",1083,2,"NB_MID",1,"North",677,0,NA,14596,10,8,662,0,5,2,0
"939","24/02/18 12:00",1083,3,"NB_OS",1,"North",615,0,NA,15730,20,2,601,0,12,0,0
"940","24/02/18 12:00",1083,4,"SB_OS",2,"South",592,0,NA,16166,7,8,580,0,4,0,0
"941","24/02/18 12:00",1083,5,"SB_MID",2,"South",626,0,NA,15638,11,19,598,2,5,2,0
"942","24/02/18 12:00",1083,6,"SB_NS",2,"South",819,0,NA,14637,18,9,786,1,13,2,8
"943","24/02/18 13:00",1083,1,"NB_NS",1,"North",617,0,NA,13620,11,3,596,2,7,0,9
"944","24/02/18 13:00",1083,2,"NB_MID",1,"North",695,0,NA,14364,16,6,677,1,11,0,0
"945","24/02/18 13:00",1083,3,"NB_OS",1,"North",643,0,NA,14221,19,3,626,2,11,1,0
"946","24/02/18 13:00",1083,4,"SB_OS",2,"South",598,0,NA,15904,10,17,575,0,4,2,0
"947","24/02/18 13:00",1083,5,"SB_MID",2,"South",668,0,NA,15325,12,19,640,1,8,0,0
"948","24/02/18 13:00",1083,6,"SB_NS",2,"South",811,0,NA,14462,17,4,785,0,14,0,8
"949","24/02/18 14:00",1083,1,"NB_NS",1,"North",598,0,NA,13676,18,10,567,1,11,0,9
"950","24/02/18 14:00",1083,2,"NB_MID",1,"North",643,0,NA,14576,22,8,620,0,13,1,1
"951","24/02/18 14:00",1083,3,"NB_OS",1,"North",598,0,NA,15449,12,2,588,1,7,0,0
"952","24/02/18 14:00",1083,4,"SB_OS",2,"South",537,0,NA,16390,4,11,523,1,2,0,0
"953","24/02/18 14:00",1083,5,"SB_MID",2,"South",634,0,NA,15512,13,25,601,0,8,0,0
"954","24/02/18 14:00",1083,6,"SB_NS",2,"South",751,0,NA,14873,11,8,723,1,8,0,11
"955","24/02/18 15:00",1083,1,"NB_NS",1,"North",642,0,NA,13755,9,9,616,1,6,0,10
"956","24/02/18 15:00",1083,2,"NB_MID",1,"North",645,0,NA,14512,19,7,622,2,11,1,2
"957","24/02/18 15:00",1083,3,"NB_OS",1,"North",561,0,NA,15381,12,6,548,0,7,0,0
"958","24/02/18 15:00",1083,4,"SB_OS",2,"South",549,0,NA,16781,5,14,531,1,3,0,0
"959","24/02/18 15:00",1083,5,"SB_MID",2,"South",634,0,NA,16067,5,27,603,0,3,0,1
"960","24/02/18 15:00",1083,6,"SB_NS",2,"South",691,0,NA,14998,10,4,671,0,6,1,9
"961","24/02/18 16:00",1083,1,"NB_NS",1,"North",629,0,NA,13793,14,4,607,0,7,2,9
"962","24/02/18 16:00",1083,2,"NB_MID",1,"North",584,0,NA,14788,15,5,569,1,9,0,0
"963","24/02/18 16:00",1083,3,"NB_OS",1,"North",515,0,NA,15548,16,4,502,1,8,0,0
"964","24/02/18 16:00",1083,4,"SB_OS",2,"South",531,0,NA,16525,8,9,518,0,4,0,0
"965","24/02/18 16:00",1083,5,"SB_MID",2,"South",596,0,NA,15839,15,14,572,0,8,1,1
"966","24/02/18 16:00",1083,6,"SB_NS",2,"South",692,0,NA,14837,13,7,666,1,8,1,9
"967","24/02/18 17:00",1083,1,"NB_NS",1,"North",554,0,NA,14103,7,4,537,0,4,0,9
"968","24/02/18 17:00",1083,2,"NB_MID",1,"North",532,0,NA,14809,21,9,511,0,11,0,1
"969","24/02/18 17:00",1083,3,"NB_OS",1,"North",457,0,NA,15556,22,1,446,0,10,0,0
"970","24/02/18 17:00",1083,4,"SB_OS",2,"South",512,0,NA,16701,12,19,487,0,6,0,0
"971","24/02/18 17:00",1083,5,"SB_MID",2,"South",592,0,NA,15935,3,22,568,0,1,1,0
"972","24/02/18 17:00",1083,6,"SB_NS",2,"South",631,0,NA,14973,6,4,614,0,4,0,9
"973","24/02/18 18:00",1083,1,"NB_NS",1,"North",422,0,NA,14381,17,2,407,1,6,1,5
"974","24/02/18 18:00",1083,2,"NB_MID",1,"North",519,0,NA,14817,13,3,508,1,6,1,0
"975","24/02/18 18:00",1083,3,"NB_OS",1,"North",436,0,NA,15607,9,0,432,0,4,0,0
"976","24/02/18 18:00",1083,4,"SB_OS",2,"South",366,0,NA,16849,5,12,351,1,2,0,0
"977","24/02/18 18:00",1083,5,"SB_MID",2,"South",494,0,NA,16053,8,13,477,0,4,0,0
"978","24/02/18 18:00",1083,6,"SB_NS",2,"South",543,0,NA,15179,6,3,529,0,1,2,8
"979","24/02/18 19:00",1083,1,"NB_NS",1,"North",326,0,NA,15333,21,1,313,0,7,0,5
"980","24/02/18 19:00",1083,2,"NB_MID",1,"North",411,0,NA,15641,12,0,405,1,4,1,0
"981","24/02/18 19:00",1083,3,"NB_OS",1,"North",330,0,NA,15931,6,2,326,0,2,0,0
"982","24/02/18 19:00",1083,4,"SB_OS",2,"South",291,0,NA,16874,7,7,282,0,2,0,0
"983","24/02/18 19:00",1083,5,"SB_MID",2,"South",426,0,NA,16699,7,9,414,0,1,2,0
"984","24/02/18 19:00",1083,6,"SB_NS",2,"South",452,0,NA,15582,15,6,430,2,6,1,7
"985","24/02/18 20:00",1083,1,"NB_NS",1,"North",243,0,NA,15031,4,1,238,0,1,0,3
"986","24/02/18 20:00",1083,2,"NB_MID",1,"North",311,0,NA,15706,10,2,306,0,3,0,0
"987","24/02/18 20:00",1083,3,"NB_OS",1,"North",221,0,NA,16341,5,0,220,0,1,0,0
"988","24/02/18 20:00",1083,4,"SB_OS",2,"South",187,0,NA,17187,5,3,183,0,1,0,0
"989","24/02/18 20:00",1083,5,"SB_MID",2,"South",315,0,NA,16911,6,4,309,0,2,0,0
"990","24/02/18 20:00",1083,6,"SB_NS",2,"South",308,0,NA,16012,3,3,298,1,1,0,5
"991","24/02/18 21:00",1083,1,"NB_NS",1,"North",216,0,NA,15367,19,2,207,0,3,1,3
"992","24/02/18 21:00",1083,2,"NB_MID",1,"North",304,0,NA,16469,16,0,298,1,4,1,0
"993","24/02/18 21:00",1083,3,"NB_OS",1,"North",165,0,NA,16860,18,0,162,0,3,0,0
"994","24/02/18 21:00",1083,4,"SB_OS",2,"South",161,0,NA,17202,0,12,149,0,0,0,0
"995","24/02/18 21:00",1083,5,"SB_MID",2,"South",297,0,NA,16755,3,1,295,0,1,0,0
"996","24/02/18 21:00",1083,6,"SB_NS",2,"South",336,0,NA,15680,6,1,330,0,2,0,3
"997","24/02/18 22:00",1083,1,"NB_NS",1,"North",193,0,NA,14968,26,1,183,0,5,0,4
"998","24/02/18 22:00",1083,2,"NB_MID",1,"North",236,0,NA,15935,4,0,235,0,1,0,0
"999","24/02/18 22:00",1083,3,"NB_OS",1,"North",145,0,NA,16916,21,1,141,0,3,0,0
"1000","24/02/18 22:00",1083,4,"SB_OS",2,"South",133,0,NA,17128,0,5,128,0,0,0,0
"1001","24/02/18 22:00",1083,5,"SB_MID",2,"South",278,0,NA,16805,4,3,274,0,1,0,0
"1002","24/02/18 22:00",1083,6,"SB_NS",2,"South",262,0,NA,15844,4,2,255,0,0,1,4
"1003","24/02/18 23:00",1083,1,"NB_NS",1,"North",122,0,NA,15638,16,1,116,0,2,0,3
"1004","24/02/18 23:00",1083,2,"NB_MID",1,"North",233,0,NA,16168,9,4,226,0,1,1,1
"1005","24/02/18 23:00",1083,3,"NB_OS",1,"North",109,0,NA,16751,9,0,108,0,1,0,0
"1006","24/02/18 23:00",1083,4,"SB_OS",2,"South",96,0,NA,17245,0,3,93,0,0,0,0
"1007","24/02/18 23:00",1083,5,"SB_MID",2,"South",238,0,NA,16604,4,5,231,0,1,0,1
"1008","24/02/18 23:00",1083,6,"SB_NS",2,"South",232,0,NA,15927,17,4,221,0,4,0,3
"1009","28/02/18 00:00",1083,1,"NB_NS",1,"North",52,0,NA,14824,38,0,50,0,1,1,0
"1010","28/02/18 00:00",1083,2,"NB_MID",1,"North",60,0,NA,15954,17,0,59,0,1,0,0
"1011","28/02/18 00:00",1083,3,"NB_OS",1,"North",18,0,NA,16528,56,0,17,0,1,0,0
"1012","28/02/18 00:00",1083,4,"SB_OS",2,"South",26,0,NA,17874,0,1,25,0,0,0,0
"1013","28/02/18 00:00",1083,5,"SB_MID",2,"South",70,0,NA,17321,0,1,69,0,0,0,0
"1014","28/02/18 00:00",1083,6,"SB_NS",2,"South",83,0,NA,15790,24,1,80,0,2,0,0
"1015","28/02/18 01:00",1083,1,"NB_NS",1,"North",31,0,NA,16918,65,0,29,0,1,1,0
"1016","28/02/18 01:00",1083,2,"NB_MID",1,"North",45,0,NA,15562,67,1,41,0,3,0,0
"1017","28/02/18 01:00",1083,3,"NB_OS",1,"North",9,0,NA,16512,0,0,9,0,0,0,0
"1018","28/02/18 01:00",1083,4,"SB_OS",2,"South",11,0,NA,17121,0,0,11,0,0,0,0
"1019","28/02/18 01:00",1083,5,"SB_MID",2,"South",43,0,NA,18327,47,0,41,0,2,0,0
"1020","28/02/18 01:00",1083,6,"SB_NS",2,"South",39,0,NA,16296,26,0,38,0,1,0,0
"1021","28/02/18 02:00",1083,1,"NB_NS",1,"North",21,0,NA,16601,48,0,20,0,1,0,0
"1022","28/02/18 02:00",1083,2,"NB_MID",1,"North",31,0,NA,16577,97,0,28,0,3,0,0
"1023","28/02/18 02:00",1083,3,"NB_OS",1,"North",5,0,NA,18944,200,0,4,0,0,1,0
"1024","28/02/18 02:00",1083,4,"SB_OS",2,"South",6,0,NA,16342,0,0,6,0,0,0,0
"1025","28/02/18 02:00",1083,5,"SB_MID",2,"South",31,0,NA,16837,97,2,26,0,2,1,0
"1026","28/02/18 02:00",1083,6,"SB_NS",2,"South",37,0,NA,16119,135,0,32,0,4,1,0
"1027","28/02/18 03:00",1083,1,"NB_NS",1,"North",23,0,NA,15217,43,1,21,0,1,0,0
"1028","28/02/18 03:00",1083,2,"NB_MID",1,"North",21,0,NA,14894,143,0,18,0,3,0,0
"1029","28/02/18 03:00",1083,3,"NB_OS",1,"North",5,0,NA,16555,0,0,5,0,0,0,0
"1030","28/02/18 03:00",1083,4,"SB_OS",2,"South",5,0,NA,15111,0,1,4,0,0,0,0
"1031","28/02/18 03:00",1083,5,"SB_MID",2,"South",33,0,NA,16044,61,1,30,0,2,0,0
"1032","28/02/18 03:00",1083,6,"SB_NS",2,"South",37,0,NA,15601,54,0,35,0,2,0,0
"1033","28/02/18 04:00",1083,1,"NB_NS",1,"North",45,0,NA,14963,89,0,41,0,4,0,0
"1034","28/02/18 04:00",1083,2,"NB_MID",1,"North",54,0,NA,14573,111,1,47,0,6,0,0
"1035","28/02/18 04:00",1083,3,"NB_OS",1,"North",16,0,NA,15347,62,0,15,0,1,0,0
"1036","28/02/18 04:00",1083,4,"SB_OS",2,"South",10,0,NA,14167,0,0,10,0,0,0,0
"1037","28/02/18 04:00",1083,5,"SB_MID",2,"South",47,0,NA,14628,43,1,44,0,2,0,0
"1038","28/02/18 04:00",1083,6,"SB_NS",2,"South",71,0,NA,14343,42,1,67,0,3,0,0
"1039","28/02/18 05:00",1083,1,"NB_NS",1,"North",170,0,NA,15565,29,2,160,0,5,0,3
"1040","28/02/18 05:00",1083,2,"NB_MID",1,"North",152,0,NA,16056,46,1,144,0,6,1,0
"1041","28/02/18 05:00",1083,3,"NB_OS",1,"North",37,0,NA,15833,27,0,36,0,1,0,0
"1042","28/02/18 05:00",1083,4,"SB_OS",2,"South",49,0,NA,15765,0,3,45,0,0,0,1
"1043","28/02/18 05:00",1083,5,"SB_MID",2,"South",99,0,NA,16734,40,6,89,0,4,0,0
"1044","28/02/18 05:00",1083,6,"SB_NS",2,"South",125,0,NA,16040,56,3,115,0,7,0,0
"1045","28/02/18 06:00",1083,1,"NB_NS",1,"North",320,0,NA,14289,41,3,296,0,12,1,8
"1046","28/02/18 06:00",1083,2,"NB_MID",1,"North",460,0,NA,14646,37,2,441,0,13,4,0
"1047","28/02/18 06:00",1083,3,"NB_OS",1,"North",408,0,NA,15219,10,0,404,0,4,0,0
"1048","28/02/18 06:00",1083,4,"SB_OS",2,"South",218,0,NA,17069,18,4,210,0,4,0,0
"1049","28/02/18 06:00",1083,5,"SB_MID",2,"South",260,0,NA,16699,27,8,245,0,6,1,0
"1050","28/02/18 06:00",1083,6,"SB_NS",2,"South",346,0,NA,16025,69,1,318,0,22,2,3
"1051","28/02/18 07:00",1083,1,"NB_NS",1,"North",802,0,NA,11524,31,4,760,1,23,2,12
"1052","28/02/18 07:00",1083,2,"NB_MID",1,"North",1058,0,NA,9259,22,6,1025,1,22,1,3
"1053","28/02/18 07:00",1083,3,"NB_OS",1,"North",1079,0,NA,9472,17,1,1058,0,17,1,2
"1054","28/02/18 07:00",1083,4,"SB_OS",2,"South",573,0,NA,15639,14,13,552,0,7,1,0
"1055","28/02/18 07:00",1083,5,"SB_MID",2,"South",524,0,NA,15091,19,16,498,0,10,0,0
"1056","28/02/18 07:00",1083,6,"SB_NS",2,"South",977,0,NA,14181,39,6,922,2,35,3,9
"1057","28/02/18 08:00",1083,1,"NB_NS",1,"North",900,0,NA,8012,24,6,859,2,22,0,11
"1058","28/02/18 08:00",1083,2,"NB_MID",1,"North",847,0,NA,6103,30,13,809,0,24,1,0
"1059","28/02/18 08:00",1083,3,"NB_OS",1,"North",861,0,NA,6815,43,7,803,1,28,9,13
"1060","28/02/18 08:00",1083,4,"SB_OS",2,"South",539,0,NA,15558,11,7,526,0,6,0,0
"1061","28/02/18 08:00",1083,5,"SB_MID",2,"South",576,0,NA,15211,36,17,536,1,20,1,1
"1062","28/02/18 08:00",1083,6,"SB_NS",2,"South",926,0,NA,14028,36,9,876,0,27,6,8
"1063","28/02/18 09:00",1083,1,"NB_NS",1,"North",784,0,NA,10823,55,4,720,4,41,2,13
"1064","28/02/18 09:00",1083,2,"NB_MID",1,"North",876,0,NA,9720,29,4,843,0,22,3,4
"1065","28/02/18 09:00",1083,3,"NB_OS",1,"North",878,0,NA,9906,32,3,844,2,27,1,1
"1066","28/02/18 09:00",1083,4,"SB_OS",2,"South",416,0,NA,15873,36,5,396,0,12,3,0
"1067","28/02/18 09:00",1083,5,"SB_MID",2,"South",498,0,NA,15747,48,14,458,0,22,2,2
"1068","28/02/18 09:00",1083,6,"SB_NS",2,"South",644,0,NA,15144,67,3,587,1,38,5,10
"1069","28/02/18 10:00",1083,1,"NB_NS",1,"North",542,0,NA,13653,59,3,496,1,28,4,10
"1070","28/02/18 10:00",1083,2,"NB_MID",1,"North",633,0,NA,14635,73,3,582,2,44,2,0
"1071","28/02/18 10:00",1083,3,"NB_OS",1,"North",510,0,NA,15525,25,3,494,0,13,0,0
"1072","28/02/18 10:00",1083,4,"SB_OS",2,"South",337,0,NA,16547,30,6,320,1,9,1,0
"1073","28/02/18 10:00",1083,5,"SB_MID",2,"South",447,0,NA,15810,49,15,410,0,21,1,0
"1074","28/02/18 10:00",1083,6,"SB_NS",2,"South",586,0,NA,15047,85,4,518,2,44,6,12
"1075","28/02/18 11:00",1083,1,"NB_NS",1,"North",489,0,NA,13951,88,3,430,1,39,4,12
"1076","28/02/18 11:00",1083,2,"NB_MID",1,"North",593,0,NA,14667,78,6,537,4,43,3,0
"1077","28/02/18 11:00",1083,3,"NB_OS",1,"North",440,0,NA,15547,25,1,427,1,11,0,0
"1078","28/02/18 11:00",1083,4,"SB_OS",2,"South",393,0,NA,16388,36,6,372,1,14,0,0
"1079","28/02/18 11:00",1083,5,"SB_MID",2,"South",499,0,NA,15744,48,10,464,0,24,0,1
"1080","28/02/18 11:00",1083,6,"SB_NS",2,"South",651,0,NA,15102,78,6,581,1,46,5,12
"1081","28/02/18 12:00",1083,1,"NB_NS",1,"North",582,0,NA,13532,62,6,528,2,35,1,10
"1082","28/02/18 12:00",1083,2,"NB_MID",1,"North",592,0,NA,14566,42,6,559,1,22,3,1
"1083","28/02/18 12:00",1083,3,"NB_OS",1,"North",453,0,NA,15746,46,1,431,0,21,0,0
"1084","28/02/18 12:00",1083,4,"SB_OS",2,"South",452,0,NA,16064,22,13,428,1,10,0,0
"1085","28/02/18 12:00",1083,5,"SB_MID",2,"South",561,0,NA,15383,45,14,520,2,24,1,0
"1086","28/02/18 12:00",1083,6,"SB_NS",2,"South",624,0,NA,14718,53,6,573,2,32,1,10
"1087","28/02/18 13:00",1083,1,"NB_NS",1,"North",539,0,NA,13817,58,3,495,0,30,1,10
"1088","28/02/18 13:00",1083,2,"NB_MID",1,"North",521,0,NA,14597,46,2,492,3,24,0,0
"1089","28/02/18 13:00",1083,3,"NB_OS",1,"North",428,0,NA,15894,33,1,412,1,13,1,0
"1090","28/02/18 13:00",1083,4,"SB_OS",2,"South",451,0,NA,16210,27,11,428,0,12,0,0
"1091","28/02/18 13:00",1083,5,"SB_MID",2,"South",563,0,NA,15674,44,13,523,2,23,2,0
"1092","28/02/18 13:00",1083,6,"SB_NS",2,"South",709,0,NA,14765,62,4,649,2,37,7,10
"1093","28/02/18 14:00",1083,1,"NB_NS",1,"North",571,0,NA,13803,75,5,511,1,42,1,11
"1094","28/02/18 14:00",1083,2,"NB_MID",1,"North",532,0,NA,14719,51,3,497,3,24,3,2
"1095","28/02/18 14:00",1083,3,"NB_OS",1,"North",452,0,NA,15237,44,2,430,0,19,1,0
"1096","28/02/18 14:00",1083,4,"SB_OS",2,"South",548,0,NA,16017,31,10,521,0,17,0,0
"1097","28/02/18 14:00",1083,5,"SB_MID",2,"South",614,0,NA,15406,50,17,566,0,28,3,0
"1098","28/02/18 14:00",1083,6,"SB_NS",2,"South",772,0,NA,14890,52,1,723,0,31,9,8
"1099","28/02/18 15:00",1083,1,"NB_NS",1,"North",670,0,NA,12616,70,4,607,2,45,2,10
"1100","28/02/18 15:00",1083,2,"NB_MID",1,"North",542,0,NA,14194,65,3,501,2,33,2,1
"1101","28/02/18 15:00",1083,3,"NB_OS",1,"North",544,0,NA,14698,40,2,520,0,22,0,0
"1102","28/02/18 15:00",1083,4,"SB_OS",2,"South",684,0,NA,15372,23,8,658,2,15,1,0
"1103","28/02/18 15:00",1083,5,"SB_MID",2,"South",687,0,NA,14634,33,15,649,0,21,2,0
"1104","28/02/18 15:00",1083,6,"SB_NS",2,"South",994,0,NA,13505,35,2,946,0,30,5,11
"1105","28/02/18 16:00",1083,1,"NB_NS",1,"North",861,0,NA,11807,34,1,822,1,29,0,8
"1106","28/02/18 16:00",1083,2,"NB_MID",1,"North",647,0,NA,13472,34,7,616,0,19,3,2
"1107","28/02/18 16:00",1083,3,"NB_OS",1,"North",714,0,NA,14335,14,3,700,1,9,1,0
"1108","28/02/18 16:00",1083,4,"SB_OS",2,"South",706,0,NA,14709,13,13,684,0,9,0,0
"1109","28/02/18 16:00",1083,5,"SB_MID",2,"South",802,0,NA,13613,25,19,761,0,18,2,2
"1110","28/02/18 16:00",1083,6,"SB_NS",2,"South",1287,0,NA,11930,25,9,1238,0,30,2,8
"1111","28/02/18 17:00",1083,1,"NB_NS",1,"North",817,0,NA,11445,24,7,778,1,20,0,11
"1112","28/02/18 17:00",1083,2,"NB_MID",1,"North",653,0,NA,13122,20,5,631,1,12,1,3
"1113","28/02/18 17:00",1083,3,"NB_OS",1,"North",711,0,NA,13668,21,1,695,0,15,0,0
"1114","28/02/18 17:00",1083,4,"SB_OS",2,"South",737,0,NA,13792,5,16,716,1,4,0,0
"1115","28/02/18 17:00",1083,5,"SB_MID",2,"South",816,0,NA,12909,9,19,789,0,7,0,1
"1116","28/02/18 17:00",1083,6,"SB_NS",2,"South",1226,0,NA,11842,15,12,1187,1,16,2,8
"1117","28/02/18 18:00",1083,1,"NB_NS",1,"North",605,0,NA,12672,28,1,580,0,15,2,7
"1118","28/02/18 18:00",1083,2,"NB_MID",1,"North",573,0,NA,13301,21,4,555,2,10,2,0
"1119","28/02/18 18:00",1083,3,"NB_OS",1,"North",547,0,NA,14009,20,1,535,0,11,0,0
"1120","28/02/18 18:00",1083,4,"SB_OS",2,"South",588,0,NA,14861,3,18,568,0,2,0,0
"1121","28/02/18 18:00",1083,5,"SB_MID",2,"South",671,0,NA,14358,12,12,651,0,6,2,0
"1122","28/02/18 18:00",1083,6,"SB_NS",2,"South",908,0,NA,13495,12,8,881,0,11,0,8
"1123","28/02/18 19:00",1083,1,"NB_NS",1,"North",402,0,NA,13567,30,2,382,0,11,1,6
"1124","28/02/18 19:00",1083,2,"NB_MID",1,"North",419,0,NA,14222,14,4,408,0,6,0,1
"1125","28/02/18 19:00",1083,3,"NB_OS",1,"North",348,0,NA,14947,9,0,345,0,3,0,0
"1126","28/02/18 19:00",1083,4,"SB_OS",2,"South",338,0,NA,15687,0,14,323,0,0,0,1
"1127","28/02/18 19:00",1083,5,"SB_MID",2,"South",490,0,NA,14686,10,15,469,1,5,0,0
"1128","28/02/18 19:00",1083,6,"SB_NS",2,"South",524,0,NA,14169,13,3,504,0,6,1,10
"1129","28/02/18 20:00",1083,1,"NB_NS",1,"North",280,0,NA,14172,21,1,269,0,6,0,4
"1130","28/02/18 20:00",1083,2,"NB_MID",1,"North",301,0,NA,15014,10,1,294,3,1,2,0
"1131","28/02/18 20:00",1083,3,"NB_OS",1,"North",232,0,NA,15326,4,4,227,0,1,0,0
"1132","28/02/18 20:00",1083,4,"SB_OS",2,"South",200,0,NA,15938,10,5,192,0,1,1,1
"1133","28/02/18 20:00",1083,5,"SB_MID",2,"South",307,0,NA,15785,10,8,296,0,3,0,0
"1134","28/02/18 20:00",1083,6,"SB_NS",2,"South",357,0,NA,15347,8,1,348,0,2,1,5
"1135","28/02/18 21:00",1083,1,"NB_NS",1,"North",206,0,NA,14756,10,1,200,0,2,0,3
"1136","28/02/18 21:00",1083,2,"NB_MID",1,"North",232,0,NA,15122,4,2,229,0,0,1,0
"1137","28/02/18 21:00",1083,3,"NB_OS",1,"North",121,0,NA,15673,8,0,120,0,1,0,0
"1138","28/02/18 21:00",1083,4,"SB_OS",2,"South",141,0,NA,16600,0,2,139,0,0,0,0
"1139","28/02/18 21:00",1083,5,"SB_MID",2,"South",239,0,NA,16277,0,0,239,0,0,0,0
"1140","28/02/18 21:00",1083,6,"SB_NS",2,"South",266,0,NA,15456,8,2,258,0,2,0,4
"1141","28/02/18 22:00",1083,1,"NB_NS",1,"North",133,0,NA,15058,45,1,122,0,6,0,4
"1142","28/02/18 22:00",1083,2,"NB_MID",1,"North",180,0,NA,15054,6,1,177,1,0,1,0
"1143","28/02/18 22:00",1083,3,"NB_OS",1,"North",102,0,NA,15904,20,0,100,0,2,0,0
"1144","28/02/18 22:00",1083,4,"SB_OS",2,"South",100,0,NA,16739,10,4,94,1,1,0,0
"1145","28/02/18 22:00",1083,5,"SB_MID",2,"South",217,0,NA,16233,23,2,210,0,4,1,0
"1146","28/02/18 22:00",1083,6,"SB_NS",2,"South",261,0,NA,15190,15,0,253,0,4,0,4
"1147","28/02/18 23:00",1083,1,"NB_NS",1,"North",89,0,NA,15421,22,1,83,0,2,0,3
"1148","28/02/18 23:00",1083,2,"NB_MID",1,"North",117,0,NA,15707,17,0,115,0,1,1,0
"1149","28/02/18 23:00",1083,3,"NB_OS",1,"North",37,0,NA,15195,0,1,36,0,0,0,0
"1150","28/02/18 23:00",1083,4,"SB_OS",2,"South",53,0,NA,16855,0,1,52,0,0,0,0
"1151","28/02/18 23:00",1083,5,"SB_MID",2,"South",144,0,NA,16285,21,5,136,0,2,1,0
"1152","28/02/18 23:00",1083,6,"SB_NS",2,"South",157,0,NA,15706,19,0,149,0,2,1,5
